year,month,day,day_of_week,temp,rain,solar,snow,wdir,wind,press,humid,cloud
2022,12,5,Mon,7.6,19.5,1.65,0,N,2.2,1016.9,78,10.0
2022,12,6,Tue,6.1,9.5,3.81,0,NNW,2.1,1012.0,94,7.8
2022,12,7,Wed,8.5,0,11.39,0,WNW,1.5,1012.7,71,2.0
2022,12,8,Thu,9.3,0,11.36,0,WNW,1.4,1014.8,62,2.5
2022,12,9,Fri,9.3,0,8.83,0,NNE,1.8,1017.6,66,6.3
2022,12,10,Sat,10.4,0,11.40,0,NW,1.8,1013.8,65,5.8
2022,12,11,Sun,9.5,0.0,7.55,0,NNE,2.3,1009.9,72,7.5
2022,12,12,Mon,8.2,0,11.31,0,NE,2.2,1017.4,59,4.0
2022,12,13,Tue,7.2,3.5,4.61,0,NW,1.9,1009.1,87,7.3
2022,12,14,Wed,9.2,0,10.53,0,SSW,2.9,1005.1,52,0.3
2022,12,15,Thu,7.0,0,10.89,0,NW,2.2,1011.8,47,2.0
2022,12,16,Fri,8.2,0,10.97,0,NW,1.7,1014.9,51,0.0
2022,12,17,Sat,6.7,3.5,4.72,0,NNW,1.6,1012.7,64,10.0
2022,12,18,Sun,6.5,2.5,9.80,0,WNW,2.8,1003.0,57,4.5
2022,12,19,Mon,4.9,0,11.74,0,SSW,2.0,1011.8,38,0.0
2022,12,20,Tue,5.4,0,11.48,0,NW,1.7,1018.0,48,0.0
2022,12,21,Wed,6.5,0.0,6.73,0,NW,1.8,1014.5,60,10.0
2022,12,22,Thu,7.2,17.5,3.20,0,NW,2.6,992.6,86,7.0
2022,12,23,Fri,5.4,0,12.00,0,WSW,4.8,991.9,29,0.3
2022,12,24,Sat,6.2,0,11.47,0,NW,3.3,995.6,42,0.0
2022,12,25,Sun,6.9,0,11.62,0,NW,3.1,1002.5,49,0.3
2022,12,26,Mon,6.3,0,11.59,0,NW,3.6,1009.8,46,2.3
2022,12,27,Tue,6.8,0,11.70,0,NW,2.7,1017.9,48,0.0
2022,12,28,Wed,6.5,0,9.41,0,NNE,1.4,1018.6,61,3.3
2022,12,29,Thu,8.1,0,11.39,0,NW,2.0,1015.6,51,0.0
2022,12,30,Fri,6.6,0,8.72,0,NW,1.9,1019.6,51,3.3
2022,12,31,Sat,5.7,0,6.37,0,NNW,1.6,1019.4,60,3.5
